worker_id,age,gender,education_level,experience_years,job_role,skill_score,daily_wage,work_hours,site_type,city_tier,safety_training,accident_history,attendance_rate,contractor_rating,project_deadline_days,weather_condition,productivity_score
473,28,Male,Diploma,1,Engineer,42,947,9,Residential,Tier3,No,2,0.88,4.3,14,Normal,23.7
474,44,Female,None,10,Supervisor,68,410,6,Infrastructure,Tier2,No,0,0.82,4.3,49,Normal,43.6
475,53,Male,None,13,Engineer,93,578,10,Infrastructure,Tier2,Yes,1,0.99,2.9,52,Extreme,59.9
476,55,Male,None,9,Electrician,75,1228,10,Infrastructure,Tier2,No,1,0.84,5.0,63,Normal,48.5
477,45,Male,None,19,Electrician,82,1041,9,Infrastructure,Tier3,Yes,0,0.68,4.9,112,Rainy,53.1
478,49,Female,Diploma,19,Mason,49,881,8,Infrastructure,Tier2,Yes,1,0.82,2.6,80,Normal,32.7
479,58,Female,Diploma,3,Engineer,89,1048,8,Commercial,Tier2,Yes,1,0.86,4.1,109,Normal,44.7
480,30,Female,HighSchool,20,Electrician,90,596,10,Residential,Tier2,No,2,0.66,3.9,53,Extreme,40.2
481,32,Male,None,6,Supervisor,63,1056,8,Infrastructure,Tier1,No,1,0.64,4.0,71,Rainy,42.8
482,60,Female,Degree,19,Supervisor,60,565,6,Residential,Tier1,No,3,0.85,2.9,19,Extreme,36.7
483,50,Female,HighSchool,2,Supervisor,46,1288,6,Infrastructure,Tier1,No,0,0.84,4.4,58,Normal,36.8
484,42,Male,Diploma,10,Electrician,40,824,9,Infrastructure,Tier3,No,3,0.77,3.8,33,Extreme,17.4
485,52,Male,HighSchool,7,Electrician,92,1500,6,Commercial,Tier2,No,1,0.65,2.8,11,Rainy,50.9
486,27,Female,Degree,12,Supervisor,48,1211,8,Commercial,Tier2,No,2,0.93,4.7,45,Normal,33.4
487,31,Male,Degree,11,Mason,65,1048,6,Infrastructure,Tier3,No,3,0.72,3.4,98,Normal,33.7
488,51,Female,Degree,4,Engineer,55,770,10,Infrastructure,Tier2,No,1,0.68,4.3,39,Normal,34.8
489,24,Female,Diploma,9,Mason,47,429,6,Residential,Tier2,No,1,0.7,4.2,107,Rainy,26.5
490,49,Male,HighSchool,12,Supervisor,85,1002,6,Commercial,Tier2,Yes,0,0.75,3.7,85,Extreme,57.6
491,44,Male,Diploma,18,Electrician,58,1122,6,Residential,Tier3,No,1,0.71,3.5,98,Extreme,37.8
492,46,Female,HighSchool,16,Supervisor,44,677,10,Infrastructure,Tier3,Yes,0,0.87,3.2,54,Rainy,32.8
493,26,Male,Diploma,5,Electrician,49,485,9,Residential,Tier3,No,2,0.88,4.8,86,Rainy,27.7
494,51,Female,HighSchool,4,Engineer,90,1269,7,Residential,Tier2,No,3,0.76,3.9,82,Rainy,31.4
495,40,Female,Degree,4,Electrician,44,1232,9,Commercial,Tier1,No,1,0.89,4.0,84,Normal,38.6
496,59,Male,None,11,Supervisor,55,1010,7,Residential,Tier3,No,2,0.9,4.9,88,Extreme,32.3
497,23,Male,Diploma,4,Engineer,64,881,10,Residential,Tier1,No,3,0.6,4.4,39,Rainy,29.8
498,21,Male,Diploma,7,Supervisor,94,1132,9,Infrastructure,Tier3,Yes,1,0.83,2.8,101,Rainy,51.3
499,24,Female,Diploma,19,Mason,75,540,10,Residential,Tier2,Yes,2,0.77,4.7,104,Extreme,36.1
500,58,Female,Diploma,19,Mason,59,1447,9,Residential,Tier1,No,2,0.86,3.2,62,Extreme,35.5
501,28,Female,HighSchool,17,Supervisor,41,1139,7,Infrastructure,Tier1,Yes,3,0.79,3.4,75,Normal,20.3
502,23,Male,None,10,Engineer,50,641,8,Infrastructure,Tier2,No,3,0.96,4.7,113,Normal,29.2
503,53,Female,Degree,1,Engineer,71,1337,6,Infrastructure,Tier1,Yes,3,0.8,3.0,113,Extreme,34.7
504,45,Female,HighSchool,14,Engineer,78,1439,7,Infrastructure,Tier3,No,3,0.71,3.6,43,Normal,24.6
505,56,Female,Degree,18,Engineer,89,409,6,Commercial,Tier3,Yes,0,0.98,3.9,68,Normal,60.6
506,51,Female,HighSchool,8,Engineer,94,670,6,Infrastructure,Tier3,No,0,0.85,2.9,106,Rainy,50.0
507,26,Male,Diploma,18,Electrician,70,452,9,Residential,Tier3,No,1,0.6,4.9,37,Rainy,40.4
508,35,Male,Degree,17,Electrician,41,1445,9,Commercial,Tier2,Yes,1,0.83,2.6,31,Normal,44.1
509,31,Male,None,10,Engineer,47,1131,7,Infrastructure,Tier3,Yes,1,0.82,3.7,24,Normal,33.2
510,38,Male,HighSchool,16,Supervisor,79,421,10,Commercial,Tier1,No,1,0.62,2.7,24,Normal,51.8
511,37,Female,None,1,Mason,78,867,6,Infrastructure,Tier2,Yes,0,0.82,3.4,76,Extreme,44.9
512,57,Male,Diploma,1,Mason,44,1268,8,Infrastructure,Tier2,No,1,0.94,3.2,76,Extreme,35.7
513,33,Male,Diploma,9,Electrician,67,755,7,Commercial,Tier2,Yes,1,0.65,2.6,97,Extreme,41.5
514,23,Male,HighSchool,2,Engineer,82,990,8,Infrastructure,Tier2,No,2,0.68,3.5,55,Rainy,40.0
515,22,Female,Diploma,2,Mason,91,1489,9,Infrastructure,Tier1,Yes,2,0.72,4.5,92,Extreme,40.4
516,18,Female,Degree,12,Supervisor,53,1122,10,Infrastructure,Tier2,Yes,1,0.86,4.8,23,Extreme,40.0
517,33,Male,Degree,0,Supervisor,79,1161,10,Commercial,Tier3,Yes,1,0.93,3.5,111,Extreme,52.2
518,45,Male,None,14,Electrician,92,456,6,Residential,Tier1,No,0,0.76,4.3,50,Extreme,65.2
519,56,Female,None,6,Electrician,60,952,9,Residential,Tier3,Yes,1,0.63,4.2,83,Rainy,25.4
520,30,Male,HighSchool,11,Engineer,75,622,9,Residential,Tier3,Yes,3,0.75,4.0,99,Normal,31.3
521,53,Male,HighSchool,10,Mason,78,1467,6,Infrastructure,Tier1,Yes,1,0.72,3.2,32,Rainy,51.6
522,46,Female,None,11,Mason,58,1076,8,Commercial,Tier3,No,1,0.62,3.8,57,Normal,25.9
523,28,Female,Degree,12,Mason,42,769,10,Infrastructure,Tier1,Yes,2,0.98,5.0,85,Normal,36.0
524,18,Male,HighSchool,13,Mason,89,701,9,Residential,Tier1,No,3,0.94,3.7,67,Extreme,49.3
525,40,Female,HighSchool,18,Engineer,43,1028,7,Commercial,Tier2,No,3,0.77,4.7,25,Rainy,17.0
526,19,Male,None,11,Mason,61,471,9,Infrastructure,Tier3,Yes,3,0.63,4.7,102,Rainy,23.3
527,45,Female,Degree,14,Engineer,50,1369,6,Commercial,Tier1,Yes,3,0.82,3.4,32,Extreme,30.6
528,37,Male,Diploma,9,Mason,55,914,9,Commercial,Tier3,Yes,3,0.74,4.2,76,Extreme,22.5
529,54,Male,HighSchool,18,Mason,76,1359,8,Residential,Tier3,No,2,0.93,4.5,113,Normal,43.4
530,39,Female,Degree,5,Mason,65,1342,10,Residential,Tier3,No,0,0.97,2.7,72,Normal,46.9
531,54,Female,HighSchool,8,Mason,75,1128,10,Commercial,Tier3,Yes,0,0.81,3.2,86,Extreme,41.6
532,54,Male,HighSchool,12,Engineer,83,498,6,Residential,Tier3,No,3,0.64,4.2,59,Extreme,32.6
533,23,Female,None,3,Mason,66,1372,8,Residential,Tier3,Yes,1,0.99,4.3,38,Normal,34.1
534,27,Female,HighSchool,5,Electrician,95,1051,6,Infrastructure,Tier3,No,1,0.83,4.9,103,Normal,43.1
535,25,Female,Diploma,18,Engineer,80,855,7,Residential,Tier3,Yes,3,0.66,4.0,79,Normal,25.6
536,32,Male,Degree,11,Engineer,66,933,9,Infrastructure,Tier2,No,2,0.92,4.9,100,Rainy,48.1
537,38,Male,HighSchool,17,Electrician,84,905,9,Commercial,Tier2,No,0,0.95,4.3,113,Extreme,62.7
538,51,Female,Diploma,8,Electrician,52,1049,9,Commercial,Tier3,Yes,3,0.79,4.4,55,Extreme,14.0
539,45,Female,None,15,Engineer,52,1222,10,Residential,Tier2,No,0,0.93,2.8,41,Rainy,40.9
540,41,Male,Degree,18,Electrician,85,793,8,Residential,Tier1,Yes,0,0.93,3.2,71,Normal,74.0
541,24,Female,Diploma,5,Mason,63,462,7,Residential,Tier1,Yes,2,0.72,4.6,89,Extreme,30.1
542,28,Male,HighSchool,1,Mason,87,877,9,Residential,Tier2,Yes,2,0.62,2.8,54,Extreme,40.5
543,21,Female,None,20,Engineer,91,1144,8,Infrastructure,Tier1,Yes,0,0.74,2.9,99,Extreme,58.2
544,52,Female,None,2,Engineer,95,969,8,Infrastructure,Tier1,Yes,3,0.78,3.7,88,Normal,37.2
545,34,Male,Degree,3,Supervisor,94,844,8,Commercial,Tier2,No,0,0.97,4.6,32,Extreme,69.9
546,26,Male,HighSchool,7,Engineer,40,1323,9,Commercial,Tier1,Yes,1,0.96,3.6,60,Rainy,40.3
547,59,Male,Degree,17,Electrician,85,1500,9,Commercial,Tier3,No,0,0.88,3.7,104,Extreme,64.7
548,26,Male,HighSchool,12,Electrician,74,614,9,Commercial,Tier1,Yes,2,0.72,3.2,115,Normal,44.6
549,45,Male,Degree,12,Engineer,82,738,9,Commercial,Tier2,No,2,0.94,3.7,14,Normal,55.2
550,57,Female,Degree,4,Mason,80,444,10,Infrastructure,Tier3,No,2,0.63,2.5,65,Rainy,33.8
551,36,Male,None,3,Electrician,46,594,9,Infrastructure,Tier2,No,3,0.84,3.5,15,Rainy,23.1
552,25,Male,None,17,Engineer,56,1284,9,Residential,Tier1,No,0,0.8,4.1,105,Extreme,52.5
553,37,Male,Degree,14,Supervisor,61,660,7,Infrastructure,Tier3,No,3,0.92,4.0,20,Normal,37.0
554,28,Female,None,15,Supervisor,88,1410,6,Residential,Tier1,Yes,1,0.9,4.3,106,Rainy,52.7
555,34,Male,HighSchool,9,Supervisor,70,414,6,Residential,Tier1,No,0,0.75,2.8,47,Rainy,54.7
556,37,Male,Diploma,7,Electrician,56,1393,7,Commercial,Tier1,Yes,1,0.64,4.7,84,Extreme,40.3
557,46,Female,Degree,17,Mason,59,525,10,Residential,Tier2,No,2,0.78,2.6,25,Normal,36.3
558,40,Male,None,6,Engineer,84,744,6,Residential,Tier1,Yes,1,0.78,3.4,35,Extreme,54.0
559,28,Female,Degree,0,Mason,74,1109,6,Residential,Tier1,Yes,2,0.78,4.0,25,Rainy,41.2
560,59,Female,Diploma,17,Supervisor,85,1442,6,Infrastructure,Tier3,No,2,0.97,3.5,118,Normal,39.5
561,20,Male,HighSchool,8,Supervisor,60,650,7,Infrastructure,Tier1,No,3,0.78,2.8,75,Rainy,33.0
562,21,Female,Diploma,14,Engineer,47,1343,9,Residential,Tier2,No,0,0.69,2.6,93,Rainy,33.8
563,39,Male,HighSchool,18,Electrician,81,545,8,Commercial,Tier3,No,1,0.9,3.7,34,Rainy,50.8
564,36,Male,HighSchool,20,Mason,49,1270,10,Commercial,Tier2,No,1,0.67,4.6,93,Normal,38.0
565,24,Female,None,1,Mason,81,620,8,Commercial,Tier1,Yes,0,0.97,2.9,48,Normal,53.1
566,28,Female,Degree,11,Mason,41,850,8,Infrastructure,Tier1,No,3,0.9,3.2,67,Extreme,27.7
567,57,Male,Diploma,9,Engineer,42,1489,7,Residential,Tier1,No,2,0.98,4.2,111,Extreme,36.1
568,36,Female,Degree,5,Supervisor,93,1493,9,Commercial,Tier1,Yes,1,0.86,3.4,92,Normal,57.9
569,59,Female,Degree,0,Engineer,80,966,7,Commercial,Tier2,No,2,0.84,2.5,11,Extreme,40.8
570,23,Male,HighSchool,11,Supervisor,93,1459,6,Commercial,Tier3,No,2,1.0,3.9,42,Normal,49.5
571,25,Male,HighSchool,1,Supervisor,60,1482,8,Residential,Tier1,Yes,0,0.81,4.1,83,Extreme,49.5
572,53,Male,Diploma,16,Engineer,72,1305,10,Infrastructure,Tier1,No,0,0.63,3.4,96,Normal,55.2
573,56,Male,HighSchool,9,Mason,92,616,7,Infrastructure,Tier2,Yes,0,0.7,4.4,111,Extreme,58.5
574,58,Male,HighSchool,13,Mason,55,1197,10,Infrastructure,Tier3,Yes,2,0.86,4.9,77,Normal,32.1
575,26,Female,None,11,Supervisor,62,543,9,Commercial,Tier1,No,1,0.61,3.4,15,Rainy,35.3
576,38,Male,Diploma,19,Engineer,52,616,7,Infrastructure,Tier3,Yes,0,0.68,3.5,47,Normal,41.1
577,49,Female,Diploma,4,Mason,79,650,10,Commercial,Tier1,Yes,2,0.9,4.9,87,Extreme,39.8
578,24,Male,HighSchool,5,Mason,59,694,7,Infrastructure,Tier2,Yes,2,0.84,2.7,23,Rainy,34.9
579,22,Female,HighSchool,16,Electrician,88,1024,6,Commercial,Tier3,No,1,0.78,3.3,34,Normal,42.6
580,32,Female,HighSchool,4,Supervisor,77,491,10,Residential,Tier3,Yes,3,0.79,2.6,25,Extreme,22.8
581,47,Male,HighSchool,2,Mason,83,1055,7,Residential,Tier1,Yes,1,0.68,2.6,30,Extreme,50.4
582,25,Male,HighSchool,5,Mason,53,839,7,Infrastructure,Tier2,No,0,0.64,3.9,13,Normal,40.5
583,38,Male,Diploma,4,Electrician,72,1188,9,Residential,Tier3,No,0,0.71,3.2,68,Extreme,45.2
584,59,Male,None,5,Mason,64,1321,9,Residential,Tier2,No,3,0.73,4.1,23,Extreme,28.7
585,18,Male,Degree,20,Electrician,84,530,9,Residential,Tier1,No,0,0.72,4.8,54,Rainy,70.0
586,51,Female,HighSchool,5,Engineer,88,1355,10,Infrastructure,Tier3,Yes,1,0.79,4.1,83,Extreme,39.5
587,21,Male,Diploma,0,Engineer,42,421,7,Residential,Tier2,No,3,0.64,2.8,112,Extreme,16.6
588,30,Male,HighSchool,13,Electrician,50,931,7,Residential,Tier3,Yes,0,0.99,4.0,104,Normal,44.7
589,47,Male,HighSchool,1,Supervisor,79,732,10,Commercial,Tier3,Yes,0,0.77,4.6,88,Extreme,48.3
590,19,Female,None,18,Supervisor,92,1107,10,Infrastructure,Tier3,Yes,0,0.85,4.9,115,Normal,52.2
591,19,Female,None,7,Supervisor,54,1229,8,Residential,Tier1,Yes,3,0.95,4.1,114,Rainy,25.7
592,42,Female,Degree,19,Mason,73,850,8,Commercial,Tier3,Yes,2,0.98,3.7,80,Extreme,42.5
593,58,Male,None,0,Supervisor,63,1127,6,Residential,Tier3,Yes,1,0.86,2.5,63,Normal,37.4
594,59,Female,Degree,7,Engineer,69,1287,8,Infrastructure,Tier2,No,1,0.64,2.6,65,Extreme,40.5
595,47,Male,None,2,Electrician,89,646,6,Infrastructure,Tier2,No,3,0.96,2.9,16,Extreme,42.4
596,46,Female,None,3,Mason,84,773,6,Infrastructure,Tier3,Yes,0,0.76,3.4,63,Extreme,42.7
597,48,Female,HighSchool,3,Mason,55,764,9,Infrastructure,Tier2,Yes,1,0.83,4.1,89,Extreme,30.5
598,25,Female,Diploma,16,Mason,77,1385,10,Infrastructure,Tier1,Yes,3,0.99,4.7,40,Rainy,38.4
599,44,Female,None,10,Engineer,92,695,6,Residential,Tier3,No,1,1.0,3.1,42,Extreme,46.8
600,35,Female,None,5,Electrician,57,630,6,Commercial,Tier2,No,3,0.79,4.2,119,Normal,19.1
601,31,Female,None,2,Electrician,48,1238,8,Infrastructure,Tier3,Yes,3,0.68,4.8,49,Extreme,8.4
602,18,Male,Diploma,12,Supervisor,80,1291,8,Commercial,Tier2,Yes,3,0.77,2.6,45,Rainy,38.0
603,50,Female,HighSchool,10,Electrician,90,829,7,Infrastructure,Tier1,No,1,0.9,4.6,100,Rainy,52.0
604,39,Male,HighSchool,5,Mason,51,800,8,Commercial,Tier3,Yes,0,0.88,3.9,14,Rainy,40.5
605,40,Female,Degree,19,Engineer,48,1282,7,Commercial,Tier2,Yes,0,0.67,2.8,100,Extreme,42.3
606,41,Male,HighSchool,11,Supervisor,46,1040,7,Commercial,Tier3,Yes,2,0.78,4.1,16,Normal,26.3
607,31,Male,None,3,Mason,89,1176,8,Residential,Tier1,No,0,0.62,4.0,13,Extreme,57.9
608,22,Female,HighSchool,15,Mason,78,1146,7,Residential,Tier2,Yes,0,0.87,3.8,109,Normal,50.1
609,48,Male,Degree,17,Supervisor,44,1051,10,Commercial,Tier1,No,3,0.6,2.7,85,Extreme,32.7
610,32,Female,Diploma,7,Engineer,47,931,10,Residential,Tier1,Yes,3,0.9,3.2,96,Normal,21.9
611,41,Male,None,0,Engineer,46,442,6,Residential,Tier2,No,3,0.68,3.9,25,Normal,19.0
612,44,Female,HighSchool,3,Supervisor,70,1314,9,Infrastructure,Tier3,No,2,0.79,3.6,70,Extreme,25.7
613,33,Male,Degree,3,Engineer,82,530,10,Commercial,Tier1,No,0,0.72,5.0,82,Rainy,64.1
614,56,Female,Diploma,19,Mason,41,972,7,Infrastructure,Tier2,Yes,0,0.73,3.0,112,Rainy,33.7
615,47,Female,Diploma,12,Engineer,85,702,10,Infrastructure,Tier2,No,1,0.89,3.4,80,Normal,46.4
616,39,Female,Diploma,16,Engineer,74,1377,10,Commercial,Tier2,No,1,0.73,4.1,25,Extreme,40.0
617,26,Male,None,4,Mason,87,1260,8,Infrastructure,Tier1,Yes,1,0.79,5.0,61,Rainy,54.8
618,20,Male,Diploma,7,Electrician,58,970,6,Infrastructure,Tier3,Yes,0,0.87,4.2,14,Extreme,43.7
619,51,Female,HighSchool,11,Engineer,90,578,9,Residential,Tier3,No,0,0.72,3.5,45,Extreme,46.7
620,40,Male,HighSchool,2,Electrician,50,973,9,Commercial,Tier2,No,1,0.8,4.7,67,Extreme,35.6
621,38,Female,None,18,Electrician,74,1164,10,Residential,Tier3,Yes,3,0.69,3.2,85,Rainy,23.8
622,58,Male,Diploma,6,Engineer,74,1386,10,Residential,Tier2,No,0,0.99,4.8,59,Extreme,56.2
623,44,Male,Degree,4,Engineer,92,1041,9,Commercial,Tier1,No,2,0.67,3.4,118,Rainy,55.4
624,41,Female,None,2,Supervisor,40,1337,8,Residential,Tier2,No,1,0.92,3.3,13,Rainy,26.0
625,59,Male,Diploma,16,Mason,48,1300,7,Commercial,Tier3,Yes,2,0.95,3.1,49,Extreme,32.0
626,31,Male,Diploma,20,Supervisor,68,714,8,Infrastructure,Tier1,No,3,0.95,2.6,101,Rainy,43.2
627,49,Male,Degree,11,Engineer,44,618,9,Commercial,Tier2,Yes,1,0.74,4.9,105,Extreme,41.7
628,39,Male,None,0,Supervisor,46,439,6,Residential,Tier3,No,3,0.92,4.0,23,Rainy,19.8
629,28,Female,Degree,5,Supervisor,63,1259,6,Commercial,Tier1,Yes,1,0.72,4.2,54,Extreme,43.1
630,44,Female,Degree,20,Supervisor,53,821,10,Infrastructure,Tier1,Yes,1,0.87,4.2,82,Normal,46.6
631,32,Male,None,0,Supervisor,61,898,9,Commercial,Tier1,No,2,0.9,3.7,15,Rainy,39.4
632,47,Female,HighSchool,9,Supervisor,43,504,9,Residential,Tier2,No,1,0.92,3.9,114,Normal,29.3
633,30,Female,None,10,Supervisor,84,980,10,Infrastructure,Tier3,No,3,0.83,4.4,70,Extreme,28.2
634,40,Female,None,16,Engineer,48,470,9,Commercial,Tier1,No,2,0.91,4.6,80,Normal,31.2
635,54,Male,HighSchool,12,Supervisor,71,1431,10,Residential,Tier3,No,1,0.74,3.9,119,Normal,41.8
636,33,Male,HighSchool,12,Mason,72,1260,9,Residential,Tier3,Yes,1,0.62,4.5,86,Extreme,39.8
637,53,Male,None,6,Engineer,56,1222,7,Commercial,Tier3,Yes,1,0.71,2.8,114,Rainy,33.4
638,50,Female,Diploma,14,Mason,51,999,9,Commercial,Tier3,Yes,0,0.86,3.5,90,Extreme,34.8
639,22,Female,Degree,2,Engineer,87,1241,6,Residential,Tier3,No,0,0.61,3.0,10,Normal,47.6
640,35,Male,Diploma,20,Engineer,50,446,10,Residential,Tier1,No,0,0.66,4.1,85,Rainy,48.2
641,50,Male,None,10,Engineer,57,976,9,Commercial,Tier3,No,3,0.7,4.2,94,Rainy,22.8
642,20,Female,None,14,Electrician,48,1077,7,Infrastructure,Tier3,No,0,0.92,4.3,102,Extreme,34.8
643,46,Male,Diploma,3,Mason,71,1424,6,Commercial,Tier3,No,0,0.77,4.1,53,Normal,45.7
644,40,Female,Degree,3,Electrician,66,496,8,Residential,Tier1,Yes,2,0.93,4.9,88,Normal,41.9
645,37,Female,None,8,Mason,42,610,10,Residential,Tier2,No,1,0.93,3.3,53,Rainy,28.8
646,52,Female,HighSchool,3,Mason,91,633,6,Commercial,Tier2,No,2,0.76,4.9,81,Normal,37.5
647,45,Female,Degree,9,Electrician,91,1374,6,Infrastructure,Tier3,No,3,0.81,4.7,84,Extreme,37.3
648,24,Male,Degree,19,Mason,44,1367,8,Commercial,Tier2,No,1,0.61,3.4,83,Normal,41.5
649,48,Female,HighSchool,7,Supervisor,43,690,10,Residential,Tier3,Yes,3,0.76,3.7,38,Extreme,9.5
650,27,Male,HighSchool,2,Supervisor,71,484,7,Infrastructure,Tier1,No,3,0.85,3.7,65,Rainy,37.0
651,56,Male,None,4,Electrician,55,731,7,Infrastructure,Tier3,No,2,0.86,4.0,61,Extreme,29.4
652,35,Male,HighSchool,1,Mason,45,1017,6,Residential,Tier2,No,2,0.69,4.4,16,Rainy,25.1
653,26,Male,Diploma,4,Mason,80,899,8,Commercial,Tier3,No,2,0.99,2.9,13,Extreme,42.0
654,53,Female,HighSchool,13,Electrician,81,841,10,Infrastructure,Tier2,No,1,0.95,2.7,58,Normal,46.3
655,55,Male,None,7,Mason,85,800,9,Residential,Tier2,No,3,1.0,4.4,100,Rainy,43.1
656,38,Female,Degree,9,Mason,45,694,9,Infrastructure,Tier1,Yes,0,0.78,4.1,87,Normal,44.3
657,42,Female,HighSchool,14,Supervisor,57,1488,9,Infrastructure,Tier3,No,2,0.6,3.9,109,Normal,20.0
658,56,Male,HighSchool,2,Supervisor,84,551,9,Commercial,Tier1,No,3,0.92,3.7,100,Extreme,43.6
659,30,Male,Degree,8,Supervisor,69,500,10,Infrastructure,Tier2,No,3,0.91,2.9,52,Normal,42.2
660,28,Male,None,12,Electrician,68,1056,6,Infrastructure,Tier1,No,1,0.77,4.7,77,Extreme,49.2
661,35,Female,HighSchool,8,Supervisor,52,1104,6,Commercial,Tier1,Yes,3,0.69,4.6,77,Rainy,20.0
662,41,Male,Degree,19,Engineer,81,675,8,Commercial,Tier1,Yes,3,0.81,3.5,65,Normal,52.3
663,54,Male,HighSchool,17,Electrician,50,612,8,Infrastructure,Tier3,No,1,0.83,2.8,74,Normal,36.7
664,31,Male,None,14,Electrician,68,1219,7,Commercial,Tier2,No,2,0.92,2.8,61,Extreme,42.8
665,23,Male,Degree,4,Supervisor,93,1468,10,Residential,Tier1,No,2,0.73,2.9,57,Rainy,57.0
666,36,Male,None,6,Mason,60,1106,7,Infrastructure,Tier3,Yes,1,0.9,3.1,77,Rainy,38.8
667,58,Male,HighSchool,8,Electrician,56,1181,6,Residential,Tier1,No,3,0.94,2.8,75,Normal,34.6
668,18,Female,Degree,15,Electrician,43,565,9,Infrastructure,Tier3,Yes,3,0.64,4.7,50,Normal,16.5
669,51,Male,Diploma,8,Mason,61,855,9,Residential,Tier2,Yes,0,0.83,4.9,55,Normal,48.4
670,46,Female,HighSchool,18,Electrician,74,1417,7,Residential,Tier2,Yes,1,0.93,4.6,29,Normal,44.6
671,27,Female,Degree,14,Electrician,95,402,6,Commercial,Tier2,Yes,3,0.69,4.1,66,Normal,42.0
672,59,Male,Diploma,14,Supervisor,91,742,7,Residential,Tier1,No,3,0.87,4.5,27,Extreme,49.0
673,23,Female,HighSchool,4,Mason,59,537,9,Residential,Tier3,No,1,0.78,3.0,119,Extreme,27.4
674,41,Male,Degree,13,Mason,66,907,7,Commercial,Tier3,No,0,0.88,4.7,95,Normal,55.9
675,37,Female,Diploma,18,Engineer,54,1106,9,Infrastructure,Tier2,No,2,0.93,2.5,108,Normal,30.6
676,55,Female,Degree,14,Engineer,79,1109,10,Residential,Tier3,Yes,2,0.99,4.8,18,Extreme,43.6
677,35,Male,None,5,Mason,74,583,6,Infrastructure,Tier1,No,3,0.66,4.3,53,Extreme,35.3
678,43,Male,Diploma,4,Mason,56,669,9,Residential,Tier3,Yes,1,0.95,4.1,25,Normal,37.6
679,28,Female,None,9,Electrician,67,581,6,Commercial,Tier3,Yes,3,0.7,4.5,55,Normal,18.5
680,30,Male,None,11,Supervisor,71,488,9,Residential,Tier3,Yes,3,0.66,3.4,68,Extreme,27.9
681,21,Female,Degree,16,Supervisor,74,1349,6,Infrastructure,Tier1,No,2,0.83,3.1,101,Rainy,47.0
682,32,Female,None,12,Electrician,53,640,9,Infrastructure,Tier2,No,3,0.71,4.2,106,Normal,18.0
683,57,Female,Degree,11,Mason,58,1245,10,Commercial,Tier2,No,2,0.61,3.5,38,Normal,30.7
684,23,Female,Diploma,20,Electrician,76,1445,8,Residential,Tier2,Yes,2,0.86,4.0,111,Extreme,38.6
685,26,Female,Diploma,11,Electrician,64,1249,9,Residential,Tier3,Yes,1,0.69,3.5,41,Rainy,29.7
686,54,Male,Diploma,10,Engineer,87,1033,8,Infrastructure,Tier2,Yes,0,0.63,4.4,27,Normal,55.4
687,19,Female,HighSchool,3,Engineer,49,978,6,Commercial,Tier2,Yes,2,0.83,3.7,91,Normal,22.1
688,57,Female,HighSchool,5,Engineer,48,622,8,Commercial,Tier3,No,2,0.66,3.4,36,Rainy,14.9
689,29,Female,Diploma,3,Mason,42,1376,10,Commercial,Tier1,No,0,0.97,2.6,106,Rainy,38.1
690,57,Female,Diploma,8,Supervisor,80,1287,6,Infrastructure,Tier1,Yes,1,0.98,3.0,44,Normal,49.0
691,34,Female,Degree,16,Engineer,69,759,10,Commercial,Tier3,Yes,1,0.78,4.5,92,Extreme,42.0
692,39,Female,None,15,Electrician,46,862,8,Infrastructure,Tier2,Yes,2,0.94,2.8,52,Normal,26.7
693,26,Female,Degree,18,Mason,67,514,7,Infrastructure,Tier1,Yes,1,0.94,3.9,89,Extreme,53.0
694,30,Female,HighSchool,5,Engineer,56,1106,9,Commercial,Tier1,No,1,0.98,2.9,22,Normal,38.5
695,43,Female,Diploma,7,Engineer,78,797,7,Commercial,Tier1,No,2,0.63,4.8,113,Normal,34.9
696,34,Male,None,13,Supervisor,47,987,8,Residential,Tier3,Yes,3,0.83,4.9,27,Normal,22.3
697,31,Female,None,18,Engineer,89,1412,8,Residential,Tier2,Yes,3,0.89,3.7,29,Normal,37.8
698,29,Male,HighSchool,0,Mason,60,1442,9,Infrastructure,Tier3,No,0,0.91,4.5,86,Rainy,43.2
699,31,Male,HighSchool,0,Mason,75,1346,9,Commercial,Tier2,No,2,0.83,4.4,10,Normal,39.6
700,59,Female,HighSchool,3,Mason,73,1111,7,Residential,Tier1,No,0,0.78,3.2,63,Normal,46.7
701,50,Female,HighSchool,6,Engineer,91,1215,9,Infrastructure,Tier2,Yes,0,0.94,3.3,112,Normal,54.0
702,38,Male,None,19,Mason,83,417,8,Commercial,Tier3,No,1,0.78,4.1,11,Rainy,49.5
703,28,Male,Diploma,16,Engineer,61,1494,6,Infrastructure,Tier1,Yes,3,0.82,3.3,110,Normal,36.6
704,45,Female,None,12,Supervisor,53,597,8,Commercial,Tier3,Yes,1,0.93,4.8,92,Extreme,30.4
705,52,Female,None,16,Supervisor,63,1229,7,Infrastructure,Tier2,Yes,3,0.98,4.4,27,Normal,28.6
706,43,Male,None,6,Electrician,93,720,6,Commercial,Tier1,Yes,0,0.95,4.7,88,Normal,67.0
707,30,Female,Diploma,11,Electrician,55,847,7,Infrastructure,Tier3,No,1,0.62,4.1,36,Normal,24.7
708,26,Male,None,11,Electrician,86,634,8,Infrastructure,Tier3,Yes,3,0.97,4.9,42,Rainy,40.1
709,44,Male,None,14,Electrician,80,461,9,Residential,Tier2,Yes,1,0.62,2.6,55,Normal,47.6
